Sex = Female,Sex = Male,Age_Cat = Less than 25,Age_Cat = 25 - 45,Age_Cat = Greater than 45,Race = African-American,Race = Asian,Race = Caucasian,Race = Hispanic,Race = Native American,Race = Other,C_Charge_Degree = F,C_Charge_Degree = M,Priors_Count,Time_Served,Status
0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,7,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,5,4,1
1,0,0,0,1,0,0,0,1,0,0,1,0,2,3,1
0,1,0,0,1,0,0,1,0,0,0,0,1,0,10,1
0,1,0,1,0,1,0,0,0,0,0,1,0,5,4,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,4,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,1,0,0,0,1,0,0,0,0,1,6,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,1
0,1,1,0,0,1,0,0,0,0,0,1,0,3,4,0
0,1,0,1,0,0,0,1,0,0,0,0,1,2,0,1
1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,8,20,0
0,1,0,0,1,0,0,1,0,0,0,0,1,2,0,0
1,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1
0,1,0,1,0,0,0,1,0,0,0,0,1,3,0,1
0,1,1,0,0,1,0,0,0,0,0,0,1,2,2,0
1,0,0,0,1,1,0,0,0,0,0,0,1,14,122,0
0,1,0,1,0,0,0,1,0,0,0,0,1,9,4,0
0,1,0,1,0,0,0,1,0,0,0,0,1,9,32,1
0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,19,17,0
0,1,0,1,0,1,0,0,0,0,0,1,0,1,15,1
1,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0
0,1,0,0,1,0,0,1,0,0,0,1,0,0,6,1
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,5,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,11,117,1
0,1,0,1,0,0,0,1,0,0,0,0,1,4,1,0
0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,10,5,0
0,1,1,0,0,0,0,0,1,0,0,1,0,11,0,0
0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,1,0,1,0,0,0,1,0,0,0,0,1,5,0,0
0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1
0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1,0,0,1,0,0,0,1,0,0,0,1,0,3,25,1
0,1,0,0,1,0,0,0,1,0,0,1,0,9,130,0
0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1
0,1,0,0,1,1,0,0,0,0,0,1,0,4,2,1
0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0
1,0,0,0,1,1,0,0,0,0,0,0,1,3,18,1
0,1,1,0,0,0,0,1,0,0,0,0,1,3,0,1
0,1,1,0,0,1,0,0,0,0,0,1,0,0,71,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,1,0,0,0,0,0,1,0,0,1,0,3,42,0
0,1,0,0,1,0,0,1,0,0,0,1,0,10,73,0
0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
0,1,1,0,0,0,0,1,0,0,0,0,1,0,3,0
0,1,0,1,0,0,0,0,0,0,1,1,0,6,26,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,19,0,0
1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,6,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,2,274,1
0,1,0,1,0,0,0,1,0,0,0,1,0,11,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0,1,1,0,0,0,0,0,0,0,1,1,0,3,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,7,0,0
0,1,1,0,0,1,0,0,0,0,0,1,0,2,1,0
0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1
0,1,1,0,0,1,0,0,0,0,0,0,1,2,12,0
0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,1,0,0,0,1,0,0,0,1,0,15,70,0
0,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,10,2,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,0,1,0,0,1,0,0,0,1,0,8,172,1
0,1,0,1,0,1,0,0,0,0,0,1,0,14,2,0
0,1,0,1,0,1,0,0,0,0,0,1,0,13,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,9,24,0
0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
0,1,0,0,1,1,0,0,0,0,0,1,0,1,60,1
0,1,0,1,0,1,0,0,0,0,0,1,0,4,33,1
0,1,0,1,0,0,0,1,0,0,0,1,0,1,30,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,1,0,0,1,0,0,0,0,0,0,1,3,6,1
0,1,0,1,0,1,0,0,0,0,0,1,0,6,18,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1
0,1,1,0,0,1,0,0,0,0,0,1,0,3,1,0
0,1,1,0,0,1,0,0,0,0,0,1,0,0,3,1
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,18,17,1
0,1,0,1,0,1,0,0,0,0,0,1,0,1,290,1
0,1,0,1,0,0,0,1,0,0,0,1,0,2,47,0
0,1,0,1,0,0,0,1,0,0,0,0,1,3,2,1
0,1,0,0,1,1,0,0,0,0,0,0,1,5,4,1
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1
0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,7,0,0
0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0,1,1,0,0,0,0,1,0,0,0,1,0,0,3,1
0,1,0,1,0,1,0,0,0,0,0,0,1,10,108,0
0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,8,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,1,8,1
0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,1,2,1
1,0,1,0,0,1,0,0,0,0,0,0,1,6,310,1
0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,1
0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,7,1
0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0,1,0,0,1,0,0,1,0,0,0,0,1,9,4,1
0,1,0,1,0,1,0,0,0,0,0,0,1,2,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0,1,0,1,0,0,0,1,0,0,0,1,0,0,28,1
0,1,1,0,0,0,0,1,0,0,0,1,0,1,36,0
0,1,0,1,0,0,0,0,1,0,0,0,1,3,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,4,1,0
0,1,0,0,1,0,0,1,0,0,0,0,1,3,1,0
0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
0,1,0,0,1,1,0,0,0,0,0,1,0,0,2,1
0,1,0,0,1,1,0,0,0,0,0,1,0,8,99,0
0,1,0,1,0,1,0,0,0,0,0,0,1,5,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,9,25,1
0,1,0,0,1,1,0,0,0,0,0,1,0,5,242,0
1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
0,1,0,0,1,1,0,0,0,0,0,0,1,5,0,1
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,1,0,0,1,0,0,1,0,0,0,1,0,2,2,1
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,0,0,1,1,0,0,0,0,0,1,0,4,1,0
1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,1,1,0,0,0,0,0,1,0,0,1,0,2,21,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,28,1
0,1,0,1,0,1,0,0,0,0,0,1,0,21,64,0
1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,8,13,0
0,1,1,0,0,1,0,0,0,0,0,1,0,1,7,1
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,14,0
0,1,0,0,1,1,0,0,0,0,0,1,0,2,0,1
1,0,0,1,0,1,0,0,0,0,0,1,0,11,15,0
0,1,0,1,0,1,0,0,0,0,0,0,1,4,29,1
0,1,0,1,0,1,0,0,0,0,0,1,0,14,2,0
0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,1
0,1,0,0,1,1,0,0,0,0,0,1,0,5,202,0
0,1,0,1,0,1,0,0,0,0,0,1,0,0,34,0
0,1,0,1,0,0,0,1,0,0,0,1,0,7,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,8,4,1
0,1,0,1,0,0,0,0,0,0,1,1,0,5,3,1
1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0,1,0,1,0,0,0,1,0,0,0,1,0,4,183,1
1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,1,49,0
0,1,0,0,1,1,0,0,0,0,0,1,0,1,2,1
0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,0
1,0,0,1,0,1,0,0,0,0,0,0,1,4,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,4,1,1
0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,1
0,1,0,0,1,1,0,0,0,0,0,1,0,5,12,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,4,0,0
0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
0,1,0,1,0,0,0,1,0,0,0,0,1,1,2,1
1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,13,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,9,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1
0,1,0,1,0,0,0,1,0,0,0,1,0,0,116,1
1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,3,0,1
1,0,0,0,1,1,0,0,0,0,0,0,1,7,1,1
0,1,1,0,0,1,0,0,0,0,0,1,0,0,50,1
0,1,0,1,0,0,0,0,1,0,0,1,0,16,482,0
0,1,0,1,0,1,0,0,0,0,0,1,0,2,3,0
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1
1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
0,1,0,1,0,1,0,0,0,0,0,0,1,13,0,0
0,1,0,0,1,1,0,0,0,0,0,1,0,0,2,1
0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,1
1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
0,1,0,1,0,0,0,0,1,0,0,1,0,2,9,0
0,1,0,1,0,0,1,0,0,0,0,1,0,2,161,0
0,1,1,0,0,1,0,0,0,0,0,1,0,1,15,0
0,1,1,0,0,1,0,0,0,0,0,1,0,3,1,0
0,1,0,1,0,1,0,0,0,0,0,0,1,2,2,1
0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,1,0,0,1,0,0,1,0,0,0,0,1,2,3,1
0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1
0,1,0,1,0,0,0,0,1,0,0,1,0,8,0,0
0,1,0,1,0,0,0,0,1,0,0,1,0,5,2,0
0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,0,1,0,0,1,0,0,0,0,1,2,4,1
0,1,0,1,0,1,0,0,0,0,0,1,0,11,44,0
0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,7,0,0
0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,0
1,0,0,1,0,0,0,1,0,0,0,1,0,7,8,1
0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
0,1,0,1,0,0,0,0,0,0,1,1,0,3,0,1
0,1,0,1,0,0,0,0,0,0,1,1,0,4,0,0
0,1,0,0,1,0,0,1,0,0,0,1,0,4,5,1
0,1,1,0,0,0,0,1,0,0,0,1,0,0,18,1
0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
0,1,1,0,0,1,0,0,0,0,0,1,0,1,6,0
0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
0,1,0,1,0,0,0,1,0,0,0,0,1,7,27,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,18,1
0,1,0,1,0,1,0,0,0,0,0,1,0,13,14,0
0,1,0,1,0,0,0,1,0,0,0,1,0,2,7,0
0,1,1,0,0,0,0,1,0,0,0,1,0,0,3,0
0,1,0,1,0,1,0,0,0,0,0,1,0,4,86,0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1,0,0,1,0,1,0,0,0,0,0,0,1,0,6,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,6,0
0,1,0,0,1,0,0,1,0,0,0,0,1,1,5,0
0,1,0,1,0,1,0,0,0,0,0,1,0,4,0,1
0,1,1,0,0,0,0,1,0,0,0,1,0,5,4,0
0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,0
0,1,0,1,0,1,0,0,0,0,0,1,0,2,26,1
0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0
0,1,0,0,1,0,0,0,0,0,1,1,0,2,1,1
0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,4,92,1
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0,1,1,0,0,0,0,0,0,0,1,1,0,0,5,1
0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0
1,0,1,0,0,0,0,1,0,0,0,1,0,0,36,1
0,1,0,0,1,0,0,1,0,0,0,0,1,2,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,9,2,1
0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
0,1,1,0,0,1,0,0,0,0,0,1,0,3,128,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
1,0,0,1,0,0,0,0,1,0,0,0,1,3,1,0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1
0,1,0,0,1,0,0,1,0,0,0,1,0,9,54,0
0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,4,80,1
0,1,0,1,0,0,0,1,0,0,0,1,0,1,69,0
0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,1
1,0,0,0,1,1,0,0,0,0,0,1,0,4,0,1
1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,12,5,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1,0,0,1,0,1,0,0,0,0,0,1,0,5,0,1
0,1,1,0,0,1,0,0,0,0,0,1,0,2,18,1
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,1,2,1
0,1,0,0,1,0,0,1,0,0,0,1,0,11,12,0
0,1,0,0,1,0,0,1,0,0,0,1,0,2,1,1
0,1,0,0,1,1,0,0,0,0,0,0,1,4,7,1
1,0,0,0,1,0,0,0,0,1,0,1,0,15,1,0
0,1,0,0,1,1,0,0,0,0,0,1,0,21,85,0
1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,1,0,0,0,1,0,0,0,0,1,5,0,0
0,1,1,0,0,1,0,0,0,0,0,1,0,1,59,0
0,1,0,1,0,1,0,0,0,0,0,1,0,26,1,0
0,1,1,0,0,1,0,0,0,0,0,1,0,1,49,0
0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,4,0,0
1,0,0,1,0,1,0,0,0,0,0,1,0,3,1,0
0,1,0,1,0,0,0,1,0,0,0,1,0,3,12,0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,11,0,0
0,1,0,0,1,1,0,0,0,0,0,1,0,5,2,0
0,1,0,1,0,0,0,0,0,0,1,0,1,4,2,0
0,1,0,1,0,1,0,0,0,0,0,1,0,18,9,0
0,1,0,1,0,1,0,0,0,0,0,1,0,15,55,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,8,1,0
0,1,0,1,0,0,0,0,1,0,0,1,0,3,0,1
1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,0,1,0,0,0,0,0,0,0,1,0,1,0,10,0
0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
0,1,0,1,0,0,0,1,0,0,0,0,1,6,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,3,1,0
1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1,0,0,1,0,0,0,1,0,0,0,1,0,2,11,0
0,1,0,1,0,1,0,0,0,0,0,1,0,3,1,1
0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1
0,1,0,1,0,0,0,1,0,0,0,1,0,5,1,0
0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1
0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,1
0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,1
1,0,0,1,0,0,0,1,0,0,0,0,1,4,54,0
0,1,0,0,1,0,0,1,0,0,0,1,0,9,1,1
1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,1
0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0,1,0,1,0,1,0,0,0,0,0,0,1,4,15,0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,4,1,1
0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,3,33,0
0,1,0,0,1,1,0,0,0,0,0,1,0,1,7,1
0,1,0,1,0,0,0,1,0,0,0,1,0,3,1,0
1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,14,1,0
0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,37,30,0
0,1,1,0,0,1,0,0,0,0,0,1,0,2,237,1
0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,2,192,0
1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,1
1,0,0,1,0,1,0,0,0,0,0,1,0,7,2,0
0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,1,13,1
1,0,0,1,0,1,0,0,0,0,0,1,0,3,4,0
0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,15,2,0
0,1,0,0,1,1,0,0,0,0,0,1,0,6,13,0
0,1,1,0,0,1,0,0,0,0,0,1,0,17,130,0
0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
0,1,1,0,0,1,0,0,0,0,0,1,0,1,242,0
1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,0,1,0,0,0,1,0,0,1,0,9,33,0
1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
1,0,0,0,1,1,0,0,0,0,0,1,0,1,6,1
0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
0,1,0,0,1,1,0,0,0,0,0,1,0,10,9,0
0,1,1,0,0,0,0,1,0,0,0,1,0,1,12,1
0,1,0,1,0,0,0,1,0,0,0,1,0,6,1,0
0,1,0,0,1,1,0,0,0,0,0,0,1,1,70,0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1,0,0,1,0,1,0,0,0,0,0,0,1,9,214,0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,10,8,0
0,1,1,0,0,0,0,1,0,0,0,1,0,3,127,0
0,1,0,1,0,0,0,0,0,0,1,1,0,0,22,0
0,1,0,0,1,1,0,0,0,0,0,0,1,0,3,1
0,1,1,0,0,1,0,0,0,0,0,1,0,3,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,13,0,1
0,1,0,0,1,1,0,0,0,0,0,0,1,3,20,0
0,1,0,1,0,1,0,0,0,0,0,1,0,5,5,0
0,1,0,0,1,1,0,0,0,0,0,1,0,2,3,1
0,1,1,0,0,0,0,1,0,0,0,0,1,0,9,0
0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1
1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
0,1,1,0,0,1,0,0,0,0,0,0,1,0,2,1
0,1,0,0,1,1,0,0,0,0,0,1,0,1,2,1
1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,0
0,1,0,1,0,0,0,1,0,0,0,1,0,3,1,1
0,1,0,1,0,1,0,0,0,0,0,0,1,3,2,0
0,1,0,1,0,1,0,0,0,0,0,1,0,7,10,0
0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,0,40,0
1,0,0,1,0,0,0,1,0,0,0,1,0,2,0,1
0,1,1,0,0,0,0,0,1,0,0,1,0,6,218,0
0,1,0,1,0,1,0,0,0,0,0,1,0,21,2,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1
0,1,1,0,0,1,0,0,0,0,0,1,0,0,3,0
1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,25,40,0
1,0,1,0,0,0,0,1,0,0,0,1,0,0,2,1
0,1,0,1,0,0,0,1,0,0,0,0,1,0,5,0
0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0,1,0,1,0,0,0,1,0,0,0,0,1,1,24,1
1,0,0,1,0,1,0,0,0,0,0,1,0,12,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,3,0,1
0,1,0,0,1,1,0,0,0,0,0,1,0,15,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,9,16,0
1,0,0,1,0,1,0,0,0,0,0,1,0,1,4,1
0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1
0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1
0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1
0,1,1,0,0,1,0,0,0,0,0,1,0,3,0,0
0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0
0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
0,1,1,0,0,0,0,1,0,0,0,1,0,1,21,0
0,1,0,0,1,0,0,0,0,0,1,1,0,2,0,1
0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0,1,0,1,0,0,0,1,0,0,0,1,0,5,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,6,1,0
0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1
1,0,0,1,0,1,0,0,0,0,0,0,1,2,1,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,1
0,1,0,0,1,1,0,0,0,0,0,1,0,22,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,4,2,0
0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,1
1,0,1,0,0,1,0,0,0,0,0,1,0,1,3,1
0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1
0,1,1,0,0,1,0,0,0,0,0,1,0,3,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,2,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,7,54,0
1,0,0,1,0,1,0,0,0,0,0,1,0,14,5,0
0,1,0,1,0,0,0,1,0,0,0,0,1,2,1,1
0,1,1,0,0,1,0,0,0,0,0,1,0,6,1,0
0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
0,1,0,1,0,1,0,0,0,0,0,0,1,2,28,1
0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,5,6,0
0,1,0,1,0,0,0,1,0,0,0,0,1,4,1,1
0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0
